county,year,quarter,age_band,population_sample,employed,unemployed,self_employed,employment_rate,self_emp_rate
Longford,2021,Q2,30-34,184,159,8,20,86.4,12.6
Longford,2021,Q3,15-19,210,73,7,14,34.8,19.2
Longford,2021,Q3,20-24,220,144,15,27,65.5,18.8
Longford,2021,Q3,25-29,193,159,11,33,82.4,20.8
Longford,2021,Q3,30-34,188,164,14,22,87.2,13.4
Longford,2021,Q4,15-19,185,64,3,9,34.6,14.1
Longford,2021,Q4,20-24,237,162,16,25,68.4,15.4
Longford,2021,Q4,25-29,224,176,14,22,78.6,12.5
Longford,2021,Q4,30-34,187,158,17,23,84.5,14.6
Longford,2022,Q1,15-19,278,102,5,12,36.7,11.8
Longford,2022,Q1,20-24,168,120,7,13,71.4,10.8
Longford,2022,Q1,25-29,238,210,14,44,88.2,21.0
Longford,2022,Q1,30-34,202,194,21,39,96.0,20.1
Longford,2022,Q2,15-19,239,91,4,9,38.1,9.9
Longford,2022,Q2,20-24,213,159,6,34,74.6,21.4
Longford,2022,Q2,25-29,222,200,18,25,90.1,12.5
Longford,2022,Q2,30-34,267,242,14,53,90.6,21.9
Longford,2022,Q3,15-19,277,106,6,20,38.3,18.9
Longford,2022,Q3,20-24,273,196,13,33,71.8,16.8
Longford,2022,Q3,25-29,187,168,9,32,89.8,19.0
Longford,2022,Q3,30-34,243,230,22,43,94.7,18.7
Longford,2022,Q4,15-19,171,64,4,8,37.4,12.5
Longford,2022,Q4,20-24,235,174,12,23,74.0,13.2
Longford,2022,Q4,25-29,181,163,18,28,90.1,17.2
Longford,2022,Q4,30-34,231,213,14,35,92.2,16.4
Longford,2023,Q1,15-19,189,70,3,6,37.0,8.6
Longford,2023,Q1,20-24,169,124,7,16,73.4,12.9
Longford,2023,Q1,25-29,234,202,21,31,86.3,15.3
Longford,2023,Q1,30-34,227,219,22,20,96.5,9.1
Longford,2023,Q2,15-19,236,93,9,15,39.4,16.1
Longford,2023,Q2,20-24,176,125,9,14,71.0,11.2
Longford,2023,Q2,25-29,167,150,17,13,89.8,8.7
Longford,2023,Q2,30-34,195,182,8,32,93.3,17.6
Longford,2023,Q3,15-19,238,94,8,9,39.5,9.6
Longford,2023,Q3,20-24,248,187,9,32,75.4,17.1
Longford,2023,Q3,25-29,202,174,6,27,86.1,15.5
Longford,2023,Q3,30-34,192,191,12,25,99.5,13.1
Longford,2023,Q4,15-19,276,101,11,17,36.6,16.8
Longford,2023,Q4,20-24,248,190,11,43,76.6,22.6
Longford,2023,Q4,25-29,269,232,25,44,86.2,19.0
Longford,2023,Q4,30-34,253,244,25,27,96.4,11.1
Longford,2024,Q1,15-19,180,69,8,6,38.3,8.7
Longford,2024,Q1,20-24,215,162,10,33,75.3,20.4
Longford,2024,Q1,25-29,187,173,19,39,92.5,22.5
Longford,2024,Q1,30-34,268,262,27,36,97.8,13.7
Longford,2024,Q2,15-19,172,64,6,8,37.2,12.5
Longford,2024,Q2,20-24,267,208,13,22,77.9,10.6
Longford,2024,Q2,25-29,233,204,17,39,87.6,19.1
Longford,2024,Q2,30-34,179,175,18,39,97.8,22.3
Longford,2024,Q3,15-19,251,96,6,13,38.2,13.5
Longford,2024,Q3,20-24,268,194,18,43,72.4,22.2
Longford,2024,Q3,25-29,185,163,9,39,88.1,23.9
Longford,2024,Q3,30-34,237,234,18,41,98.7,17.5
Longford,2024,Q4,15-19,168,66,6,8,39.3,12.1
Longford,2024,Q4,20-24,229,168,9,33,73.4,19.6
Longford,2024,Q4,25-29,276,259,12,45,93.8,17.4
Longford,2024,Q4,30-34,263,265,18,41,100.8,15.5
Longford,2025,Q1,15-19,193,76,4,19,39.4,25.0
Longford,2025,Q1,20-24,195,144,6,35,73.8,24.3
Longford,2025,Q1,25-29,182,172,11,30,94.5,17.4
Longford,2025,Q1,30-34,225,215,12,53,95.6,24.7
Longford,2025,Q2,15-19,188,75,6,8,39.9,10.7
Longford,2025,Q2,20-24,255,197,12,47,77.3,23.9
Longford,2025,Q2,25-29,185,169,9,40,91.4,23.7
Longford,2025,Q2,30-34,191,182,15,26,95.3,14.3
Longford,2025,Q3,15-19,264,102,6,12,38.6,11.8
Longford,2025,Q3,20-24,277,212,9,41,76.5,19.3
Longford,2025,Q3,25-29,256,243,18,30,94.9,12.3
Longford,2025,Q3,30-34,179,177,17,17,98.9,9.6
Longford,2025,Q4,15-19,225,87,6,21,38.7,24.1
Longford,2025,Q4,20-24,213,159,10,18,74.6,11.3
Longford,2025,Q4,25-29,249,232,18,40,93.2,17.2
Longford,2025,Q4,30-34,163,160,12,38,98.2,23.8
Louth,2018,Q1,15-19,632,212,13,29,33.5,13.7
Louth,2018,Q1,20-24,736,488,20,82,66.3,16.8
Louth,2018,Q1,25-29,724,572,33,109,79.0,19.1
Louth,2018,Q1,30-34,908,791,88,70,87.1,8.8
Louth,2018,Q2,15-19,656,237,21,31,36.1,13.1
Louth,2018,Q2,20-24,562,394,35,54,70.1,13.7
Louth,2018,Q2,25-29,951,751,42,119,79.0,15.8
Louth,2018,Q2,30-34,702,625,44,74,89.0,11.8
Louth,2018,Q3,15-19,846,291,13,40,34.4,13.7
Louth,2018,Q3,20-24,751,492,37,42,65.5,8.5
Louth,2018,Q3,25-29,937,784,62,96,83.7,12.2
Louth,2018,Q3,30-34,958,849,70,68,88.6,8.0
Louth,2018,Q4,15-19,659,231,23,22,35.1,9.5
Louth,2018,Q4,20-24,771,504,50,73,65.4,14.5
Louth,2018,Q4,25-29,744,590,45,120,79.3,20.3
Louth,2018,Q4,30-34,793,700,65,124,88.3,17.7
Louth,2019,Q1,15-19,951,339,24,74,35.6,21.8
Louth,2019,Q1,20-24,928,661,48,119,71.2,18.0
Louth,2019,Q1,25-29,883,735,41,123,83.2,16.7
Louth,2019,Q1,30-34,720,652,70,80,90.6,12.3
Louth,2019,Q2,15-19,669,243,25,46,36.3,18.9
Louth,2019,Q2,20-24,778,545,43,101,70.1,18.5
Louth,2019,Q2,25-29,949,781,60,162,82.3,20.7
Louth,2019,Q2,30-34,602,538,28,46,89.4,8.6
Louth,2019,Q3,15-19,781,272,16,25,34.8,9.2
Louth,2019,Q3,20-24,763,531,49,113,69.6,21.3
Louth,2019,Q3,25-29,593,507,29,89,85.5,17.6
Louth,2019,Q3,30-34,652,596,40,81,91.4,13.6
Louth,2019,Q4,15-19,897,328,15,58,36.6,17.7
Louth,2019,Q4,20-24,789,559,34,61,70.8,10.9
Louth,2019,Q4,25-29,754,605,25,127,80.2,21.0
Louth,2019,Q4,30-34,595,521,51,65,87.6,12.5
Louth,2020,Q1,15-19,595,194,17,30,32.6,15.5
Louth,2020,Q1,20-24,769,495,34,52,64.4,10.5
Louth,2020,Q1,25-29,924,677,61,102,73.3,15.1
Louth,2020,Q1,30-34,840,700,36,147,83.3,21.0
Louth,2020,Q2,15-19,935,305,21,54,32.6,17.7
Louth,2020,Q2,20-24,647,414,19,76,64.0,18.4
Louth,2020,Q2,25-29,805,578,32,89,71.8,15.4
Louth,2020,Q2,30-34,831,656,50,81,78.9,12.3
Louth,2020,Q3,15-19,863,283,21,46,32.8,16.3
Louth,2020,Q3,20-24,801,512,59,82,63.9,16.0
Louth,2020,Q3,25-29,679,505,45,75,74.4,14.9
Louth,2020,Q3,30-34,838,647,51,69,77.2,10.7
Louth,2020,Q4,15-19,807,257,10,22,31.8,8.6
Louth,2020,Q4,20-24,872,528,55,48,60.6,9.1
Louth,2020,Q4,25-29,961,726,61,139,75.5,19.1
Louth,2020,Q4,30-34,709,557,40,84,78.6,15.1
Louth,2021,Q1,15-19,695,243,10,44,35.0,18.1
Louth,2021,Q1,20-24,690,456,19,107,66.1,23.5
Louth,2021,Q1,25-29,968,813,77,85,84.0,10.5
Louth,2021,Q1,30-34,858,736,48,156,85.8,21.2
Louth,2021,Q2,15-19,861,292,32,25,33.9,8.6
Louth,2021,Q2,20-24,596,417,49,47,70.0,11.3
Louth,2021,Q2,25-29,793,621,26,76,78.3,12.2
Louth,2021,Q2,30-34,906,819,80,96,90.4,11.7
Louth,2021,Q3,15-19,606,208,11,34,34.3,16.3
Louth,2021,Q3,20-24,598,396,26,34,66.2,8.6
Louth,2021,Q3,25-29,826,674,75,70,81.6,10.4
Louth,2021,Q3,30-34,863,747,58,72,86.6,9.6
Louth,2021,Q4,15-19,957,327,37,42,34.2,12.8
Louth,2021,Q4,20-24,968,661,35,105,68.3,15.9
Louth,2021,Q4,25-29,723,607,33,142,84.0,23.4
Louth,2021,Q4,30-34,747,665,61,104,89.0,15.6
Louth,2022,Q1,15-19,805,296,33,58,36.8,19.6
Louth,2022,Q1,20-24,626,446,33,81,71.2,18.2
Louth,2022,Q1,25-29,864,768,45,100,88.9,13.0
Louth,2022,Q1,30-34,896,829,87,139,92.5,16.8
Louth,2022,Q2,15-19,832,307,26,61,36.9,19.9
Louth,2022,Q2,20-24,935,701,56,109,75.0,15.5
Louth,2022,Q2,25-29,775,700,53,89,90.3,12.7
Louth,2022,Q2,30-34,736,693,76,101,94.2,14.6
Louth,2022,Q3,15-19,644,233,18,56,36.2,24.0
Louth,2022,Q3,20-24,822,597,42,82,72.6,13.7
Louth,2022,Q3,25-29,965,842,86,174,87.3,20.7
Louth,2022,Q3,30-34,790,743,57,85,94.1,11.4
Louth,2022,Q4,15-19,621,233,20,40,37.5,17.2
Louth,2022,Q4,20-24,661,482,26,102,72.9,21.2
Louth,2022,Q4,25-29,911,785,45,125,86.2,15.9
Louth,2022,Q4,30-34,944,922,64,100,97.7,10.8
Louth,2023,Q1,15-19,793,312,19,52,39.3,16.7
Louth,2023,Q1,20-24,698,528,38,125,75.6,23.7
Louth,2023,Q1,25-29,896,779,47,132,86.9,16.9
Louth,2023,Q1,30-34,944,925,44,98,98.0,10.6
Louth,2023,Q2,15-19,730,267,22,64,36.6,24.0
Louth,2023,Q2,20-24,568,408,26,94,71.8,23.0
Louth,2023,Q2,25-29,714,656,32,156,91.9,23.8
Louth,2023,Q2,30-34,751,723,33,152,96.3,21.0
Louth,2023,Q3,15-19,566,216,14,35,38.2,16.2
Louth,2023,Q3,20-24,868,656,77,139,75.6,21.2
Louth,2023,Q3,25-29,808,724,45,70,89.6,9.7
Louth,2023,Q3,30-34,623,596,49,69,95.7,11.6
Louth,2023,Q4,15-19,920,360,40,47,39.1,13.1
Louth,2023,Q4,20-24,835,610,51,59,73.1,9.7
Louth,2023,Q4,25-29,727,671,69,94,92.3,14.0
Louth,2023,Q4,30-34,828,805,32,174,97.2,21.6
Louth,2024,Q1,15-19,861,344,17,38,40.0,11.0
Louth,2024,Q1,20-24,604,437,32,101,72.4,23.1
Louth,2024,Q1,25-29,601,557,66,110,92.7,19.7
Louth,2024,Q1,30-34,576,541,27,103,93.9,19.0
Louth,2024,Q2,15-19,827,329,35,79,39.8,24.0
Louth,2024,Q2,20-24,862,672,72,139,78.0,20.7
Louth,2024,Q2,25-29,873,792,41,197,90.7,24.9
Louth,2024,Q2,30-34,593,585,39,144,98.7,24.6
Louth,2024,Q3,15-19,660,254,15,59,38.5,23.2
Louth,2024,Q3,20-24,870,677,72,94,77.8,13.9
Louth,2024,Q3,25-29,683,603,45,130,88.3,21.6
Louth,2024,Q3,30-34,656,632,28,158,96.3,25.0
Louth,2024,Q4,15-19,821,321,15,46,39.1,14.3
Louth,2024,Q4,20-24,702,530,41,108,75.5,20.4
Louth,2024,Q4,25-29,936,866,80,112,92.5,12.9
Louth,2024,Q4,30-34,567,556,31,128,98.1,23.0
Louth,2025,Q1,15-19,725,275,12,70,37.9,25.5
Louth,2025,Q1,20-24,615,453,27,91,73.7,20.1
Louth,2025,Q1,25-29,637,588,62,89,92.3,15.1
Louth,2025,Q1,30-34,571,566,34,95,99.1,16.8
Louth,2025,Q2,15-19,843,336,34,62,39.9,18.5
Louth,2025,Q2,20-24,942,721,60,87,76.5,12.1
Louth,2025,Q2,25-29,662,634,73,80,95.8,12.6
Louth,2025,Q2,30-34,958,929,57,187,97.0,20.1
Louth,2025,Q3,15-19,858,347,27,53,40.4,15.3
Louth,2025,Q3,20-24,882,676,32,140,76.6,20.7
Louth,2025,Q3,25-29,814,739,54,105,90.8,14.2
Louth,2025,Q3,30-34,795,761,62,121,95.7,15.9
Louth,2025,Q4,15-19,751,300,28,52,39.9,17.3
Louth,2025,Q4,20-24,960,738,70,108,76.9,14.6
Louth,2025,Q4,25-29,882,845,53,138,95.8,16.3
Louth,2025,Q4,30-34,647,645,54,139,99.7,21.6
Mayo,2018,Q1,15-19,631,214,23,37,33.9,17.3
Mayo,2018,Q1,20-24,680,467,24,68,68.7,14.6
Mayo,2018,Q1,25-29,517,414,38,89,80.1,21.5
Mayo,2018,Q1,30-34,491,417,19,58,84.9,13.9
Mayo,2018,Q2,15-19,678,232,24,34,34.2,14.7
Mayo,2018,Q2,20-24,568,397,25,42,69.9,10.6
Mayo,2018,Q2,25-29,515,420,23,72,81.6,17.1
Mayo,2018,Q2,30-34,425,375,30,68,88.2,18.1
Mayo,2018,Q3,15-19,692,245,22,29,35.4,11.8
Mayo,2018,Q3,20-24,545,361,26,70,66.2,19.4
Mayo,2018,Q3,25-29,656,554,31,61,84.5,11.0
Mayo,2018,Q3,30-34,608,515,58,97,84.7,18.8
Mayo,2018,Q4,15-19,520,176,16,22,33.8,12.5
Mayo,2018,Q4,20-24,593,414,41,42,69.8,10.1
Mayo,2018,Q4,25-29,514,408,33,57,79.4,14.0
Mayo,2018,Q4,30-34,513,457,36,42,89.1,9.2
Mayo,2019,Q1,15-19,625,220,12,26,35.2,11.8
Mayo,2019,Q1,20-24,566,395,17,83,69.8,21.0
Mayo,2019,Q1,25-29,566,486,51,97,85.9,20.0
Mayo,2019,Q1,30-34,611,540,56,47,88.4,8.7
Mayo,2019,Q2,15-19,439,150,12,27,34.2,18.0
Mayo,2019,Q2,20-24,681,477,19,98,70.0,20.5
Mayo,2019,Q2,25-29,593,478,21,88,80.6,18.4
Mayo,2019,Q2,30-34,633,566,40,101,89.4,17.8
Mayo,2019,Q3,15-19,523,193,16,38,36.9,19.7
Mayo,2019,Q3,20-24,634,445,23,53,70.2,11.9
Mayo,2019,Q3,25-29,555,467,37,96,84.1,20.6
Mayo,2019,Q3,30-34,627,557,44,123,88.8,22.1
Mayo,2019,Q4,15-19,460,159,13,34,34.6,21.4
Mayo,2019,Q4,20-24,419,286,25,61,68.3,21.3
Mayo,2019,Q4,25-29,663,575,24,56,86.7,9.7
Mayo,2019,Q4,30-34,443,396,26,63,89.4,15.9
Mayo,2020,Q1,15-19,457,148,13,33,32.4,22.3
Mayo,2020,Q1,20-24,593,374,23,77,63.1,20.6
Mayo,2020,Q1,25-29,410,297,17,46,72.4,15.5
Mayo,2020,Q1,30-34,607,486,20,54,80.1,11.1
Mayo,2020,Q2,15-19,435,137,9,15,31.5,10.9
Mayo,2020,Q2,20-24,528,334,24,64,63.3,19.2
Mayo,2020,Q2,25-29,562,418,24,92,74.4,22.0
Mayo,2020,Q2,30-34,441,359,41,51,81.4,14.2
Mayo,2020,Q3,15-19,531,169,10,30,31.8,17.8
Mayo,2020,Q3,20-24,605,375,30,76,62.0,20.3
Mayo,2020,Q3,25-29,635,456,41,61,71.8,13.4
Mayo,2020,Q3,30-34,415,332,37,72,80.0,21.7
Mayo,2020,Q4,15-19,671,210,20,20,31.3,9.5
Mayo,2020,Q4,20-24,491,295,29,25,60.1,8.5
Mayo,2020,Q4,25-29,689,518,50,113,75.2,21.8
Mayo,2020,Q4,30-34,617,504,35,95,81.7,18.8
Mayo,2021,Q1,15-19,404,135,11,25,33.4,18.5
Mayo,2021,Q1,20-24,403,265,28,47,65.8,17.7
Mayo,2021,Q1,25-29,501,396,42,77,79.0,19.4
Mayo,2021,Q1,30-34,569,508,35,61,89.3,12.0
Mayo,2021,Q2,15-19,652,222,20,24,34.0,10.8
Mayo,2021,Q2,20-24,447,310,20,57,69.4,18.4
Mayo,2021,Q2,25-29,647,518,29,68,80.1,13.1
Mayo,2021,Q2,30-34,583,524,37,64,89.9,12.2
Mayo,2021,Q3,15-19,670,228,22,52,34.0,22.8
Mayo,2021,Q3,20-24,572,375,35,37,65.6,9.9
Mayo,2021,Q3,25-29,416,338,31,74,81.2,21.9
Mayo,2021,Q3,30-34,644,557,27,96,86.5,17.2
Mayo,2021,Q4,15-19,486,169,11,39,34.8,23.1
Mayo,2021,Q4,20-24,411,286,13,30,69.6,10.5
Mayo,2021,Q4,25-29,682,571,67,53,83.7,9.3
Mayo,2021,Q4,30-34,514,436,41,71,84.8,16.3
Mayo,2022,Q1,15-19,680,251,21,24,36.9,9.6
Mayo,2022,Q1,20-24,461,324,34,66,70.3,20.4
Mayo,2022,Q1,25-29,632,541,26,107,85.6,19.8
Mayo,2022,Q1,30-34,420,400,17,73,95.2,18.2
Mayo,2022,Q2,15-19,690,254,16,48,36.8,18.9
Mayo,2022,Q2,20-24,503,373,39,56,74.2,15.0
Mayo,2022,Q2,25-29,566,508,43,113,89.8,22.2
Mayo,2022,Q2,30-34,613,600,48,139,97.9,23.2
Mayo,2022,Q3,15-19,576,224,10,21,38.9,9.4
Mayo,2022,Q3,20-24,465,330,28,57,71.0,17.3
Mayo,2022,Q3,25-29,497,422,42,85,84.9,20.1
Mayo,2022,Q3,30-34,648,617,60,108,95.2,17.5
Mayo,2022,Q4,15-19,473,182,15,19,38.5,10.4
Mayo,2022,Q4,20-24,582,430,29,56,73.9,13.0
Mayo,2022,Q4,25-29,658,590,54,84,89.7,14.2
Mayo,2022,Q4,30-34,625,603,40,53,96.5,8.8
Mayo,2023,Q1,15-19,638,244,26,23,38.2,9.4
Mayo,2023,Q1,20-24,651,472,35,47,72.5,10.0
Mayo,2023,Q1,25-29,482,418,39,46,86.7,11.0
Mayo,2023,Q1,30-34,552,525,28,56,95.1,10.7
Mayo,2023,Q2,15-19,624,231,11,36,37.0,15.6
Mayo,2023,Q2,20-24,491,362,37,42,73.7,11.6
Mayo,2023,Q2,25-29,627,555,37,126,88.5,22.7
Mayo,2023,Q2,30-34,634,608,59,110,95.9,18.1
Mayo,2023,Q3,15-19,411,158,8,32,38.4,20.3
Mayo,2023,Q3,20-24,489,361,31,42,73.8,11.6
Mayo,2023,Q3,25-29,645,554,62,61,85.9,11.0
Mayo,2023,Q3,30-34,693,674,33,105,97.3,15.6
Mayo,2023,Q4,15-19,608,233,21,56,38.3,24.0
Mayo,2023,Q4,20-24,408,311,17,58,76.2,18.6
Mayo,2023,Q4,25-29,627,563,64,127,89.8,22.6
Mayo,2023,Q4,30-34,664,638,65,141,96.1,22.1
Mayo,2024,Q1,15-19,551,210,16,48,38.1,22.9
Mayo,2024,Q1,20-24,679,528,30,112,77.8,21.2
Mayo,2024,Q1,25-29,450,418,46,73,92.9,17.5
Mayo,2024,Q1,30-34,688,677,42,131,98.4,19.4
Mayo,2024,Q2,15-19,615,246,19,36,40.0,14.6
Mayo,2024,Q2,20-24,442,333,31,51,75.3,15.3
Mayo,2024,Q2,25-29,590,524,38,103,88.8,19.7
Mayo,2024,Q2,30-34,553,526,27,120,95.1,22.8
Mayo,2024,Q3,15-19,581,219,13,48,37.7,21.9
Mayo,2024,Q3,20-24,612,467,30,71,76.3,15.2
Mayo,2024,Q3,25-29,573,535,32,51,93.4,9.5
Mayo,2024,Q3,30-34,588,569,50,96,96.8,16.9
Mayo,2024,Q4,15-19,508,192,15,25,37.8,13.0
Mayo,2024,Q4,20-24,576,439,20,84,76.2,19.1
Mayo,2024,Q4,25-29,664,597,43,124,89.9,20.8
Mayo,2024,Q4,30-34,522,523,59,63,100.2,12.0
Mayo,2025,Q1,15-19,460,179,12,20,38.9,11.2
Mayo,2025,Q1,20-24,650,512,26,86,78.8,16.8
Mayo,2025,Q1,25-29,442,414,29,98,93.7,23.7
Mayo,2025,Q1,30-34,558,541,53,62,97.0,11.5
Mayo,2025,Q2,15-19,527,213,16,24,40.4,11.3
Mayo,2025,Q2,20-24,484,364,34,81,75.2,22.3
Mayo,2025,Q2,25-29,547,505,25,94,92.3,18.6
Mayo,2025,Q2,30-34,515,495,27,51,96.1,10.3
Mayo,2025,Q3,15-19,695,263,22,42,37.8,16.0
Mayo,2025,Q3,20-24,581,433,29,66,74.5,15.2
Mayo,2025,Q3,25-29,467,434,44,94,92.9,21.7
Mayo,2025,Q3,30-34,547,559,46,102,102.2,18.2
Mayo,2025,Q4,15-19,584,228,13,36,39.0,15.8
Mayo,2025,Q4,20-24,482,376,17,67,78.0,17.8
Mayo,2025,Q4,25-29,641,573,60,73,89.4,12.7
Mayo,2025,Q4,30-34,472,460,33,54,97.5,11.7
Meath,2018,Q1,15-19,865,301,23,59,34.8,19.6
Meath,2018,Q1,20-24,1062,750,53,103,70.6,13.7
Meath,2018,Q1,25-29,865,713,41,83,82.4,11.6
Meath,2018,Q1,30-34,1018,894,38,110,87.8,12.3
Meath,2018,Q2,15-19,1087,389,18,74,35.8,19.0
Meath,2018,Q2,20-24,753,521,38,91,69.2,17.5
Meath,2018,Q2,25-29,1224,983,92,95,80.3,9.7
Meath,2018,Q2,30-34,930,827,40,116,88.9,14.0
Meath,2018,Q3,15-19,1035,352,16,74,34.0,21.0
Meath,2018,Q3,20-24,751,516,25,86,68.7,16.7
Meath,2018,Q3,25-29,1152,914,89,114,79.3,12.5
Meath,2018,Q3,30-34,1251,1079,53,163,86.3,15.1
Meath,2018,Q4,15-19,745,271,30,23,36.4,8.5
Meath,2018,Q4,20-24,935,642,71,66,68.7,10.3
Meath,2018,Q4,25-29,1166,987,115,216,84.6,21.9
Meath,2018,Q4,30-34,999,890,60,92,89.1,10.3
Meath,2019,Q1,15-19,1135,410,42,82,36.1,20.0
Meath,2019,Q1,20-24,906,635,67,65,70.1,10.2
Meath,2019,Q1,25-29,890,765,49,76,86.0,9.9
Meath,2019,Q1,30-34,838,722,68,121,86.2,16.8
Meath,2019,Q2,15-19,909,334,39,57,36.7,17.1
Meath,2019,Q2,20-24,952,680,55,70,71.4,10.3
Meath,2019,Q2,25-29,1170,939,57,185,80.3,19.7
Meath,2019,Q2,30-34,896,784,74,89,87.5,11.4
Meath,2019,Q3,15-19,1140,405,26,81,35.5,20.0
Meath,2019,Q3,20-24,774,548,58,96,70.8,17.5
Meath,2019,Q3,25-29,1142,984,87,159,86.2,16.2
Meath,2019,Q3,30-34,893,785,44,115,87.9,14.6
Meath,2019,Q4,15-19,943,341,33,42,36.2,12.3
Meath,2019,Q4,20-24,918,660,31,92,71.9,13.9
Meath,2019,Q4,25-29,967,791,75,69,81.8,8.7
Meath,2019,Q4,30-34,1173,1065,114,148,90.8,13.9
Meath,2020,Q1,15-19,931,301,30,46,32.3,15.3
Meath,2020,Q1,20-24,1207,734,71,83,60.8,11.3
Meath,2020,Q1,25-29,1093,836,60,98,76.5,11.7
Meath,2020,Q1,30-34,864,711,41,114,82.3,16.0
Meath,2020,Q2,15-19,1138,359,37,76,31.5,21.2
Meath,2020,Q2,20-24,1198,718,44,150,59.9,20.9
Meath,2020,Q2,25-29,1188,890,39,134,74.9,15.1
Meath,2020,Q2,30-34,821,679,32,131,82.7,19.3
Meath,2020,Q3,15-19,925,300,12,63,32.4,21.0
Meath,2020,Q3,20-24,1170,703,37,158,60.1,22.5
Meath,2020,Q3,25-29,729,551,56,75,75.6,13.6
Meath,2020,Q3,30-34,841,660,51,108,78.5,16.4
Meath,2020,Q4,15-19,1010,316,36,34,31.3,10.8
Meath,2020,Q4,20-24,813,484,28,99,59.5,20.5
Meath,2020,Q4,25-29,1025,770,57,111,75.1,14.4
Meath,2020,Q4,30-34,1239,1008,107,121,81.4,12.0
Meath,2021,Q1,15-19,756,261,16,28,34.5,10.7
Meath,2021,Q1,20-24,957,657,73,100,68.7,15.2
Meath,2021,Q1,25-29,806,650,70,78,80.6,12.0
Meath,2021,Q1,30-34,788,683,59,159,86.7,23.3
Meath,2021,Q2,15-19,1017,347,39,51,34.1,14.7
Meath,2021,Q2,20-24,947,618,36,128,65.3,20.7
Meath,2021,Q2,25-29,1017,818,35,168,80.4,20.5
Meath,2021,Q2,30-34,1128,1019,75,117,90.3,11.5
Meath,2021,Q3,15-19,939,330,16,67,35.1,20.3
Meath,2021,Q3,20-24,756,515,37,66,68.1,12.8
Meath,2021,Q3,25-29,869,695,73,122,80.0,17.6
Meath,2021,Q3,30-34,819,702,63,72,85.7,10.3
Meath,2021,Q4,15-19,813,271,18,27,33.3,10.0
Meath,2021,Q4,20-24,774,501,40,85,64.7,17.0
Meath,2021,Q4,25-29,1156,974,68,183,84.3,18.8
Meath,2021,Q4,30-34,838,719,64,136,85.8,18.9
Meath,2022,Q1,15-19,1089,401,19,78,36.8,19.5
Meath,2022,Q1,20-24,995,698,58,137,70.2,19.6
Meath,2022,Q1,25-29,1127,975,110,133,86.5,13.6
Meath,2022,Q1,30-34,799,738,69,87,92.4,11.8
Meath,2022,Q2,15-19,1223,444,42,73,36.3,16.4
Meath,2022,Q2,20-24,749,540,38,112,72.1,20.7
Meath,2022,Q2,25-29,882,774,61,154,87.8,19.9
Meath,2022,Q2,30-34,1252,1169,80,112,93.4,9.6
Meath,2022,Q3,15-19,1081,392,46,71,36.3,18.1
Meath,2022,Q3,20-24,1205,899,70,120,74.6,13.3
Meath,2022,Q3,25-29,726,622,31,60,85.7,9.6
Meath,2022,Q3,30-34,943,854,49,119,90.6,13.9
Meath,2022,Q4,15-19,960,350,20,81,36.5,23.1
Meath,2022,Q4,20-24,828,595,24,64,71.9,10.8
Meath,2022,Q4,25-29,994,862,48,126,86.7,14.6
Meath,2022,Q4,30-34,1136,1093,94,212,96.2,19.4
Meath,2023,Q1,15-19,791,291,16,44,36.8,15.1
Meath,2023,Q1,20-24,735,527,38,111,71.7,21.1
Meath,2023,Q1,25-29,1122,1038,80,236,92.5,22.7
Meath,2023,Q1,30-34,791,729,61,109,92.2,15.0
Meath,2023,Q2,15-19,972,372,24,50,38.3,13.4
Meath,2023,Q2,20-24,987,756,78,87,76.6,11.5
Meath,2023,Q2,25-29,1047,965,65,170,92.2,17.6
Meath,2023,Q2,30-34,929,924,93,144,99.5,15.6
Meath,2023,Q3,15-19,881,328,24,70,37.2,21.3
Meath,2023,Q3,20-24,949,680,57,136,71.7,20.0
Meath,2023,Q3,25-29,781,675,29,61,86.4,9.0
Meath,2023,Q3,30-34,884,815,59,116,92.2,14.2
Meath,2023,Q4,15-19,982,379,16,57,38.6,15.0
Meath,2023,Q4,20-24,1089,838,34,157,77.0,18.7
Meath,2023,Q4,25-29,857,741,40,81,86.5,10.9
Meath,2023,Q4,30-34,1187,1165,54,138,98.1,11.8
Meath,2024,Q1,15-19,1232,493,21,70,40.0,14.2
Meath,2024,Q1,20-24,1246,950,65,180,76.2,18.9
Meath,2024,Q1,25-29,1013,888,93,152,87.7,17.1
Meath,2024,Q1,30-34,745,731,59,154,98.1,21.1
Meath,2024,Q2,15-19,884,340,24,32,38.5,9.4
Meath,2024,Q2,20-24,957,693,67,154,72.4,22.2
Meath,2024,Q2,25-29,1168,1090,82,103,93.3,9.4
Meath,2024,Q2,30-34,1191,1198,90,194,100.6,16.2
Meath,2024,Q3,15-19,801,300,24,67,37.5,22.3
Meath,2024,Q3,20-24,1228,890,94,194,72.5,21.8
Meath,2024,Q3,25-29,842,765,45,85,90.9,11.1
Meath,2024,Q3,30-34,950,904,49,132,95.2,14.6
Meath,2024,Q4,15-19,1092,433,38,108,39.7,24.9
Meath,2024,Q4,20-24,850,663,75,101,78.0,15.2
Meath,2024,Q4,25-29,1146,1013,45,110,88.4,10.9
Meath,2024,Q4,30-34,1144,1132,63,184,99.0,16.3
Meath,2025,Q1,15-19,803,309,28,64,38.5,20.7
Meath,2025,Q1,20-24,755,576,57,112,76.3,19.4
Meath,2025,Q1,25-29,1077,964,82,153,89.5,15.9
